Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM	Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
FBgn0260742	CG12213	chr3R	-	11964674	11967691	2.820134	52.771729	89.989220	FBgn0260742	CG12213	chr3R	-	11964674	11967691	2.389652	36.967850	59.335705
FBgn0260743	GC1	chr3R	+	11967708	11971686	0.533172	7.760159	13.233047	FBgn0260743	GC1	chr3R	+	11967708	11971686	0.634212	9.811243	15.747656
FBgn0260744	Tango9	chr3R	-	11971007	11974910	0.607728	8.845300	15.083488	FBgn0260744	Tango9	chr3R	-	11971007	11974910	0.708732	10.964066	17.598007
FBgn0037970	GC2	chr3R	+	11971694	11972896	0.000000	0.000000	0.000000	FBgn0037970	GC2	chr3R	+	11971694	11972896	0.000000	0.000000	0.000000
FBgn0037973	CG18547	chr3R	-	11978574	11980390	1.074271	15.635695	26.662838	FBgn0037973	CG18547	chr3R	-	11978574	11980390	0.879752	13.609739	21.844481
FBgn0037974	CG12224	chr3R	-	11980704	11982062	0.677419	9.859632	16.813181	FBgn0037974	CG12224	chr3R	-	11980704	11982062	0.793374	12.273475	19.699692
FBgn0037975	CG3397	chr3R	-	11983098	11984541	1.278012	18.601084	31.719582	FBgn0037975	CG3397	chr3R	-	11983098	11984541	1.804549	27.916325	44.807438
FBgn0260745	mfas	chr3R	-	11984862	11993315	7.374878	107.339149	183.040573	FBgn0260745	mfas	chr3R	-	11984862	11993315	5.203839	80.503250	129.212723
FBgn0037976	Tk	chr3R	-	11994175	12005473	0.022825	0.332211	0.566504	FBgn0037976	Tk	chr3R	-	11994175	12005473	0.000000	0.000000	0.000000
FBgn0260746	Ect3	chr3R	+	11999278	12003516	2.006708	29.207037	49.805428	FBgn0260746	Ect3	chr3R	+	11999278	12003516	2.402057	37.159756	59.643726
FBgn0037978	KLHL18	chr3R	-	12007476	12010434	0.605581	8.814051	15.030200	FBgn0037978	KLHL18	chr3R	-	12007476	12010434	0.547511	8.469980	13.594846
FBgn0037979	GCC185	chr3R	+	12010772	12015059	0.771287	11.225853	19.142935	FBgn0037979	GCC185	chr3R	+	12010772	12015059	0.801238	12.395130	19.894957
FBgn0037980	DCAF12	chr3R	-	12014943	12017031	0.195045	2.838822	4.840914	FBgn0037980	DCAF12	chr3R	-	12014943	12017031	0.272008	4.207956	6.754032
FBgn0037981	Spt3	chr3R	+	12017156	12018550	0.397849	5.790574	9.874402	FBgn0037981	Spt3	chr3R	+	12017156	12018550	0.477419	7.385659	11.854443
FBgn0037989	ATP8B	chr3R	-	12068375	12090612	7.916249	115.218643	196.477112	FBgn0037989	ATP8B	chr3R	-	12068375	12090612	6.811221	105.369400	169.124466
FBgn0051361	dpr17	chr3R	+	12094876	12111420	0.407502	5.931070	10.113984	FBgn0051361	dpr17	chr3R	+	12094876	12111420	0.513236	7.939747	12.743789
FBgn0261714	Cpn	chr3R	-	12162887	12166186	0.0	0.0	0.0	FBgn0261714	Cpn	chr3R	-	12162887	12166186	0.025938	0.401260	0.644048
FBgn0037998	Cog1	chr3R	-	12213792	12219686	0.656747	9.558757	16.300114	FBgn0037998	Cog1	chr3R	-	12213792	12219686	0.721843	11.166892	17.923557
FBgn0037997	CG14742	chr3R	+	12214501	12215659	0.000000	0.000000	0.000000	FBgn0037997	CG14742	chr3R	+	12214501	12215659	0.000000	0.000000	0.000000
FBgn0037999	CG4860	chr3R	-	12219881	12221464	2.651888	38.597439	65.818459	FBgn0037999	CG4860	chr3R	-	12219881	12221464	2.946486	45.582058	73.162041
FBgn0267676	asRNA:CR46012	chr3R	+	12221039	12221630	0.185877	5.936805	10.123763	FBgn0267676	asRNA:CR46012	chr3R	+	12221039	12221630	0.919403	22.969770	36.867912
FBgn0264829	CG44037	chr3R	+	12258737	12262879	0.000000	0.000000	0.000000	FBgn0264829	CG44037	chr3R	+	12258737	12262879	0.000000	0.000000	0.000000
FBgn0003651	svp	chr3R	+	12258737	12302785	0.002730	0.039734	0.067757	FBgn0003651	svp	chr3R	+	12258737	12302785	0.002730	0.042233	0.067787
FBgn0264830	CG44038	chr3R	+	12260969	12261230	0.000000	0.000000	0.000000	FBgn0264830	CG44038	chr3R	+	12260969	12261230	0.000000	0.000000	0.000000
FBgn0267677	lncRNA:CR46013	chr3R	+	12266104	12266610	0.000000	0.000000	0.000000	FBgn0267677	lncRNA:CR46013	chr3R	+	12266104	12266610	0.000000	0.000000	0.000000
FBgn0264831	lncRNA:CR44039	chr3R	+	12268784	12270223	0.000000	0.000000	0.000000	FBgn0264831	lncRNA:CR44039	chr3R	+	12268784	12270223	0.000000	0.000000	0.000000
FBgn0038009	CG17738	chr3R	+	12270890	12271300	0.000000	0.000000	0.000000	FBgn0038009	CG17738	chr3R	+	12270890	12271300	0.000000	0.000000	0.000000
FBgn0259975	Sfp87B	chr3R	+	12273126	12273521	0.000000	0.000000	0.000000	FBgn0259975	Sfp87B	chr3R	+	12273126	12273521	0.000000	0.000000	0.000000
FBgn0267678	lncRNA:CR46014	chr3R	+	12276604	12276932	0.000000	0.000000	0.000000	FBgn0267678	lncRNA:CR46014	chr3R	+	12276604	12276932	0.000000	0.000000	0.000000
FBgn0038013	CG10038	chr3R	-	12348987	12350644	0.915016	13.317785	22.710213	FBgn0038013	CG10038	chr3R	-	12348987	12350644	1.306106	20.205423	32.430965
FBgn0038014	CG10041	chr3R	-	12350815	12352103	0.0	0.0	0.0	FBgn0038014	CG10041	chr3R	-	12350815	12352103	0.037910	0.586467	0.941316
FBgn0038016	MBD-R2	chr3R	-	12352143	12356265	2.592650	37.735249	64.348198	FBgn0038016	MBD-R2	chr3R	-	12352143	12356265	2.003364	30.992002	49.744095
FBgn0038017	CG4115	chr3R	+	12360008	12363255	0.0	0.0	0.0	FBgn0038017	CG4115	chr3R	+	12360008	12363255	0.000000	0.000000	0.000000
FBgn0065094	snmRNA:419	chr3R	+	12362916	12362989	0.0	0.0	0.0	FBgn0065094	snmRNA:419	chr3R	+	12362916	12362989	0.000000	0.000000	0.000000
FBgn0038018	Tim17a1	chr3R	-	12363667	12364680	0.0	0.0	0.0	FBgn0038018	Tim17a1	chr3R	-	12363667	12364680	0.000000	0.000000	0.000000
FBgn0042206	GstD10	chr3R	-	12364776	12365735	0.084475	1.229509	2.096625	FBgn0042206	GstD10	chr3R	-	12364776	12365735	0.000000	0.000000	0.000000
FBgn0038020	GstD9	chr3R	-	12366163	12367564	5.586514	82.461502	140.617844	FBgn0038020	GstD9	chr3R	-	12366163	12367564	6.697201	105.076042	168.653610
FBgn0001149	GstD1	chr3R	-	12367817	12369268	11.047449	164.300537	280.174225	FBgn0001149	GstD1	chr3R	-	12367817	12369268	11.931198	188.602402	302.718628
FBgn0010038	GstD2	chr3R	+	12371971	12372704	0.295640	4.302952	7.337628	FBgn0010038	GstD2	chr3R	+	12371971	12372704	0.576294	8.915253	14.309536
FBgn0010039	GstD3	chr3R	+	12373068	12373813	4.908847	71.446808	121.834984	FBgn0010039	GstD3	chr3R	+	12373068	12373813	3.403485	52.651821	84.509453
FBgn0010040	GstD4	chr3R	+	12374100	12374824	0.0	0.0	0.0	FBgn0010040	GstD4	chr3R	+	12374100	12374824	0.102069	1.579005	2.534401
FBgn0010041	GstD5	chr3R	+	12375733	12376572	0.176190	2.564393	4.372942	FBgn0010041	GstD5	chr3R	+	12375733	12376572	0.435714	6.740484	10.818896
FBgn0010042	GstD6	chr3R	+	12377128	12377907	0.0	0.0	0.0	FBgn0010042	GstD6	chr3R	+	12377128	12377907	0.094872	1.467667	2.355697
FBgn0010043	GstD7	chr3R	+	12378500	12379255	0.657407	9.568363	16.316494	FBgn0010043	GstD7	chr3R	+	12378500	12379255	0.391534	6.057021	9.721895
FBgn0010044	GstD8	chr3R	+	12380008	12380815	0.0	0.0	0.0	FBgn0010044	GstD8	chr3R	+	12380008	12380815	0.183168	2.833604	4.548111
FBgn0085431	CG34402	chr3R	+	12386249	12402902	0.016249	0.236499	0.403292	FBgn0085431	CG34402	chr3R	+	12386249	12402902	0.000000	0.000000	0.000000
FBgn0053098	CG33098	chr3R	+	12387188	12388794	0.000000	0.000000	0.000000	FBgn0053098	CG33098	chr3R	+	12387188	12388794	0.000000	0.000000	0.000000
FBgn0038032	CG10096	chr3R	-	12390166	12395980	0.014141	0.205818	0.350972	FBgn0038032	CG10096	chr3R	-	12390166	12395980	0.000000	0.000000	0.000000
FBgn0038033	CG10097	chr3R	-	12390166	12395980	0.014141	0.205818	0.350972	FBgn0038033	CG10097	chr3R	-	12390166	12395980	0.000000	0.000000	0.000000
FBgn0038034	Cyp9f3	chr3R	-	12396007	12398929	1.542421	22.449478	38.282074	FBgn0038034	Cyp9f3	chr3R	-	12396007	12398929	1.584272	24.508644	39.337902
FBgn0286075	DNAlig3	chr3R	-	12399011	12401839	0.680108	9.898770	16.879921	FBgn0286075	DNAlig3	chr3R	-	12399011	12401839	0.718894	11.121271	17.850332
FBgn0038037	Cyp9f2	chr3R	-	12403340	12406028	2.202511	32.056892	54.665157	FBgn0038037	Cyp9f2	chr3R	-	12403340	12406028	1.453168	22.480469	36.082554
FBgn0038038	Sccpdh2	chr3R	+	12406532	12408107	2.342640	34.096424	58.143085	FBgn0038038	Sccpdh2	chr3R	+	12406532	12408107	2.434645	37.663891	60.452892
FBgn0038039	CG5196	chr3R	+	12408316	12411768	2.500000	44.512238	75.904694	FBgn0038039	CG5196	chr3R	+	12408316	12411768	1.882110	35.846836	57.536404
FBgn0000455	Dip-C	chr3R	-	12411809	12413759	1.533060	23.005219	39.229755	FBgn0000455	Dip-C	chr3R	-	12411809	12413759	1.316248	20.380342	32.711720
FBgn0065087	snmRNA:649	chr3R	-	12413388	12413446	0.338983	4.933797	8.413379	FBgn0065087	snmRNA:649	chr3R	-	12413388	12413446	0.728814	11.274733	18.096649
FBgn0082831	pps	chr3R	+	12413828	12421251	1.372511	19.976488	34.064995	FBgn0082831	pps	chr3R	+	12413828	12421251	1.360030	21.039629	33.769913
FBgn0038042	Scgbeta	chr3R	-	12421236	12422429	0.000000	0.000000	0.000000	FBgn0038042	Scgbeta	chr3R	-	12421236	12422429	0.000000	0.000000	0.000000
FBgn0038043	CG17202	chr3R	+	12422768	12423606	0.992278	14.442310	24.627815	FBgn0038043	CG17202	chr3R	+	12422768	12423606	2.014157	31.158955	50.012062
FBgn0004103	Pp1-87B	chr3R	-	12423621	12425917	9.277349	135.029068	230.258896	FBgn0004103	Pp1-87B	chr3R	-	12423621	12425917	9.967318	154.194138	247.491196
FBgn0038045	NANS	chr3R	+	12426578	12427877	0.000000	0.000000	0.000000	FBgn0038045	NANS	chr3R	+	12426578	12427877	0.000000	0.000000	0.000000
FBgn0038046	CG5641	chr3R	-	12427795	12429282	1.860806	27.083477	46.184219	FBgn0038046	CG5641	chr3R	-	12427795	12429282	2.082784	32.220612	51.716087
FBgn0038047	CG5245	chr3R	+	12429560	12431235	0.091189	1.327229	2.263263	FBgn0038047	CG5245	chr3R	+	12429560	12431235	0.045595	0.705353	1.132136
FBgn0086134	Prosalpha2	chr3R	+	12431321	12432556	6.420652	93.562157	159.547272	FBgn0086134	Prosalpha2	chr3R	+	12431321	12432556	7.920652	122.532265	196.671936
FBgn0029512	Aos1	chr3R	-	12432533	12433822	4.264781	62.072617	105.849609	FBgn0029512	Aos1	chr3R	-	12432533	12433822	3.817481	59.056328	94.789085
FBgn0038049	Srlp	chr3R	+	12434098	12435643	2.547601	37.079571	63.230110	FBgn0038049	Srlp	chr3R	+	12434098	12435643	2.495203	38.600723	61.956566
FBgn0043043	Desat2	chr3R	+	12436248	12437857	0.046426	0.675717	1.152269	FBgn0043043	Desat2	chr3R	+	12436248	12437857	0.000000	0.000000	0.000000
FBgn0286930	CG46427	chr3R	-	12437817	12439139	0.000000	0.000000	0.000000	FBgn0286930	CG46427	chr3R	-	12437817	12439139	0.027967	0.432649	0.694428
FBgn0038051	CG17207	chr3R	-	12437817	12439139	0.000000	0.000000	0.000000	FBgn0038051	CG17207	chr3R	-	12437817	12439139	0.027967	0.432649	0.694428
FBgn0086687	Desat1	chr3R	+	12439600	12447616	7.735952	301.312164	513.813965	FBgn0086687	Desat1	chr3R	+	12439600	12447616	6.147372	255.423508	409.970642
FBgn0038053	CG18549	chr3R	+	12449296	12456355	1.581836	23.023153	39.260334	FBgn0038053	CG18549	chr3R	+	12449296	12456355	1.336327	20.672941	33.181362
FBgn0038054	CG5509	chr3R	+	12452464	12453196	0.000000	0.000000	0.000000	FBgn0038054	CG5509	chr3R	+	12452464	12453196	0.000000	0.000000	0.000000
FBgn0038055	trus	chr3R	+	12456573	12458444	0.986827	14.362973	24.492523	FBgn0038055	trus	chr3R	+	12456573	12458444	1.140321	17.640736	28.314480
FBgn0038056	CG5961	chr3R	-	12458421	12460294	0.850059	12.372355	21.098015	FBgn0038056	CG5961	chr3R	-	12458421	12460294	0.870720	13.470015	21.620213
FBgn0038057	CG12267	chr3R	+	12460414	12462418	0.468523	6.819213	11.628493	FBgn0038057	CG12267	chr3R	+	12460414	12462418	0.420097	6.498889	10.431122
FBgn0038058	CG5608	chr3R	-	12462562	12465298	0.506239	7.368158	12.564584	FBgn0038058	CG5608	chr3R	-	12462562	12465298	0.510695	7.900437	12.680695
FBgn0013277	Hsp70Ba	chr3R	-	12465453	12467776	0.272033	3.959359	6.751715	FBgn0013277	Hsp70Ba	chr3R	-	12465453	12467776	0.335715	5.193502	8.335895
FBgn0052865	lncRNA:alphagamma-element:CR32865	chr3R	-	12475336	12478267	0.043331	0.630670	1.075452	FBgn0052865	lncRNA:alphagamma-element:CR32865	chr3R	-	12475336	12478267	0.038393	0.593939	0.953309
FBgn0051354	Hsp70Bbb	chr3R	+	12502510	12504856	0.336381	4.895925	8.348799	FBgn0051354	Hsp70Bbb	chr3R	+	12502510	12504856	0.432403	6.689263	10.736684
FBgn0013278	Hsp70Bb	chr3R	+	12505793	12508139	0.300163	4.368783	7.449887	FBgn0013278	Hsp70Bb	chr3R	+	12505793	12508139	0.373792	5.782552	9.281357
FBgn0013279	Hsp70Bc	chr3R	+	12509076	12511461	0.246532	3.588200	6.118794	FBgn0013279	Hsp70Bc	chr3R	+	12509076	12511461	0.370839	5.736869	9.208033
FBgn0038063	Octbeta2R	chr3R	-	12550625	12595725	0.000000	0.000000	0.000000	FBgn0038063	Octbeta2R	chr3R	-	12550625	12595725	0.000000	0.000000	0.000000
FBgn0262383	mir-284	chr3R	-	12551515	12551614	0.000000	0.000000	0.000000	FBgn0262383	mir-284	chr3R	-	12551515	12551614	0.000000	0.000000	0.000000
FBgn0005671	Vha55	chr3R	-	12623762	12627829	7.594042	115.762642	197.404770	FBgn0005671	Vha55	chr3R	-	12623762	12627829	7.302226	115.786957	185.845291
FBgn0038065	Snx3	chr3R	+	12628031	12630495	5.520968	80.356049	137.027496	FBgn0038065	Snx3	chr3R	+	12628031	12630495	5.011291	85.119301	136.621780
FBgn0260444	Not10	chr3R	+	12630647	12633188	0.875286	12.739527	21.724134	FBgn0260444	Not10	chr3R	+	12630647	12633188	1.253084	19.385174	31.114414
FBgn0042207	CG18530	chr3R	+	12633359	12634670	0.062290	0.906612	1.546005	FBgn0042207	CG18530	chr3R	+	12633359	12634670	0.076178	1.178472	1.891520
FBgn0267682	asRNA:CR46018	chr3R	-	12634192	12634744	0.000000	0.000000	0.000000	FBgn0267682	asRNA:CR46018	chr3R	-	12634192	12634744	0.000000	0.000000	0.000000
FBgn0038067	CG11598	chr3R	+	12634917	12636283	0.059295	0.863021	1.471671	FBgn0038067	CG11598	chr3R	+	12634917	12636283	0.014824	0.229327	0.368084
FBgn0038068	CG11600	chr3R	+	12636540	12637976	0.0	0.0	0.0	FBgn0038068	CG11600	chr3R	+	12636540	12637976	0.083459	1.291108	2.072309
FBgn0038071	Dtg	chr3R	+	12648058	12652910	0.030032	0.437107	0.745378	FBgn0038071	Dtg	chr3R	+	12648058	12652910	0.015016	0.232297	0.372851
FBgn0038072	CG6225	chr3R	+	12654577	12660860	0.0	0.0	0.0	FBgn0038072	CG6225	chr3R	+	12654577	12660860	0.012195	0.188656	0.302805
FBgn0038074	Gnmt	chr3R	+	12674608	12676084	0.074747	1.087920	1.855181	FBgn0038074	Gnmt	chr3R	+	12674608	12676084	0.000000	0.000000	0.000000
FBgn0263621	CG43630	chr3R	-	12676010	12676260	0.000000	0.000000	0.000000	FBgn0263621	CG43630	chr3R	-	12676010	12676260	0.294821	4.560873	7.320485
FBgn0026207	mbo	chr3R	-	12676487	12679052	0.975838	14.203032	24.219782	FBgn0026207	mbo	chr3R	-	12676487	12679052	0.987919	15.283080	24.530296
FBgn0001296	kar	chr3R	-	12682186	12689367	0.108290	1.576129	2.687701	FBgn0001296	kar	chr3R	-	12682186	12689367	0.138163	2.137378	3.430625
FBgn0005355	Su(fu)	chr3R	-	12689873	12691468	1.917920	27.914755	47.601761	FBgn0005355	Su(fu)	chr3R	-	12689873	12691468	1.826441	28.254993	45.351025
FBgn0051347	CG31347	chr3R	-	12691733	12692597	0.085549	5.502187	9.382628	FBgn0051347	CG31347	chr3R	-	12691733	12692597	0.213873	3.412660	5.477533
FBgn0011745	Arp1	chr3R	+	12691743	12694232	5.085092	74.012001	126.209290	FBgn0011745	Arp1	chr3R	+	12691743	12694232	4.889040	75.633316	121.396187
FBgn0038078	CG14391	chr3R	-	12694229	12694842	0.000000	0.000000	0.000000	FBgn0038078	CG14391	chr3R	-	12694229	12694842	0.000000	0.000000	0.000000
FBgn0038079	NijC	chr3R	+	12695129	12697379	0.000000	0.000000	0.000000	FBgn0038079	NijC	chr3R	+	12695129	12697379	0.000000	0.000000	0.000000
FBgn0016693	Past1	chr3R	+	12697322	12704875	12.584254	197.996094	337.633728	FBgn0016693	Past1	chr3R	+	12697322	12704875	10.715469	179.195297	287.619598
FBgn0038080	CG12279	chr3R	+	12705094	12705818	1.442596	20.996555	35.804470	FBgn0038080	CG12279	chr3R	+	12705094	12705818	2.605657	40.309444	64.699165
FBgn0002905	DNApol-theta	chr3R	-	12705523	12712299	0.516978	7.524461	12.831121	FBgn0002905	DNApol-theta	chr3R	-	12705523	12712299	0.401246	6.207265	9.963047
FBgn0002719	Men	chr3R	-	12713103	12722442	13.842550	261.920654	446.641357	FBgn0002719	Men	chr3R	-	12713103	12722442	12.040339	242.205856	388.755463
FBgn0038088	CG10126	chr3R	-	12855544	12859246	1.513292	22.025513	37.559105	FBgn0038088	CG10126	chr3R	-	12855544	12859246	0.832311	12.875828	20.666508
FBgn0038090	CG10909	chr3R	-	12910120	12911292	0.0	0.0	0.0	FBgn0038090	CG10909	chr3R	-	12910120	12911292	0.000000	0.000000	0.000000
FBgn0038092	beat-Vb	chr3R	+	12916056	12934813	0.019556	0.284632	0.485370	FBgn0038092	beat-Vb	chr3R	+	12916056	12934813	0.000000	0.000000	0.000000
FBgn0265167	lncRNA:CR44236	chr3R	-	12930734	12931327	0.000000	0.000000	0.000000	FBgn0265167	lncRNA:CR44236	chr3R	-	12930734	12931327	0.000013	0.000201	0.000323
FBgn0040493	grsm	chr3R	-	12950042	12967712	3.607392	52.504517	89.533562	FBgn0040493	grsm	chr3R	-	12950042	12967712	3.553186	68.393616	109.776016
FBgn0087021	Spc25	chr3R	+	12961745	12963249	0.913223	13.291690	22.665712	FBgn0087021	Spc25	chr3R	+	12961745	12963249	1.228306	19.001862	30.499170
FBgn0038095	Cyp304a1	chr3R	+	12963791	12965923	0.000000	0.000000	0.000000	FBgn0038095	Cyp304a1	chr3R	+	12963791	12965923	0.021562	0.333564	0.535390
FBgn0038097	CG14384	chr3R	-	12965938	12967712	0.000000	0.000000	0.000000	FBgn0038097	CG14384	chr3R	-	12965938	12967712	0.000004	0.000062	0.000099
FBgn0038098	CG7381	chr3R	-	12967775	12977471	0.665238	9.682342	16.510855	FBgn0038098	CG7381	chr3R	-	12967775	12977471	0.575550	8.903743	14.291062
FBgn0038099	CG7091	chr3R	+	12978000	12980535	1.906915	27.754580	47.328621	FBgn0038099	CG7091	chr3R	+	12978000	12980535	1.303192	20.160345	32.358608
FBgn0038100	Paip2	chr3R	+	12980792	12985488	2.366356	35.647945	60.788815	FBgn0038100	Paip2	chr3R	+	12980792	12985488	1.427170	22.851578	36.678207
FBgn0051342	CG31342	chr3R	+	12986041	12991543	2.878120	41.890179	71.433418	FBgn0051342	CG31342	chr3R	+	12986041	12991543	2.525901	39.075619	62.718803
FBgn0038102	CG14383	chr3R	-	12987376	12988511	0.323944	4.766432	8.127979	FBgn0038102	CG14383	chr3R	-	12987376	12988511	0.097711	1.511587	2.426191
FBgn0041710	yellow-f	chr3R	-	12991449	12993201	10.975677	159.747696	272.410492	FBgn0041710	yellow-f	chr3R	-	12991449	12993201	14.672689	226.986099	364.326843
FBgn0038105	yellow-f2	chr3R	-	12993395	12995147	1.270862	18.497017	31.542122	FBgn0038105	yellow-f2	chr3R	-	12993395	12995147	1.942596	30.051907	48.235184
FBgn0038106	CG7488	chr3R	+	12995620	12996925	2.722978	39.632133	67.582870	FBgn0038106	CG7488	chr3R	+	12995620	12996925	2.398719	37.246899	59.783592
FBgn0038107	CG17327	chr3R	-	12996876	12997726	6.471210	94.186531	160.612015	FBgn0038107	CG17327	chr3R	-	12996876	12997726	8.890717	137.539169	220.758926
FBgn0265083	CG44194	chr3R	-	12996876	12997726	6.471210	94.186531	160.612015	FBgn0265083	CG44194	chr3R	-	12996876	12997726	8.890717	137.539139	220.758911
FBgn0038108	CG7518	chr3R	+	12998089	13008404	3.378343	49.170780	83.848686	FBgn0038108	CG7518	chr3R	+	12998089	13008404	2.980118	46.102345	73.997139
FBgn0038110	CG8031	chr3R	-	13008384	13011310	1.244310	18.110561	30.883116	FBgn0038110	CG8031	chr3R	-	13008384	13011310	1.503035	23.251911	37.320766
FBgn0038109	CG11656	chr3R	+	13009895	13011086	0.132974	1.935397	3.300344	FBgn0038109	CG11656	chr3R	+	13009895	13011086	0.132974	2.057104	3.301780
FBgn0020496	CtBP	chr3R	+	13011649	13026275	1.633101	23.769299	40.532703	FBgn0020496	CtBP	chr3R	+	13011649	13026275	1.807396	27.960369	44.878132
FBgn0283438	CG46280	chr3R	-	13026283	13030659	2.351900	46.914738	80.001572	FBgn0283438	CG46280	chr3R	-	13026283	13030659	2.348952	36.338223	58.325115
FBgn0283439	CG46281	chr3R	-	13028920	13030307	0.628312	9.144894	15.594371	FBgn0283439	CG46281	chr3R	-	13028920	13030307	0.792581	12.261207	19.680000
FBgn0002354	l(3)87Df	chr3R	+	13030913	13031598	0.872958	12.705644	21.666355	FBgn0002354	l(3)87Df	chr3R	+	13030913	13031598	0.604356	9.349370	15.006323
FBgn0003308	ry	chr3R	+	13032528	13038020	0.287065	4.178145	7.124801	FBgn0003308	ry	chr3R	+	13032528	13038020	0.204289	3.160345	5.072551
FBgn0038115	CG7966	chr3R	-	13049398	13051453	0.023764	0.345878	0.589810	FBgn0038115	CG7966	chr3R	-	13049398	13051453	0.023764	0.367628	0.590067
FBgn0260962	pic	chr3R	+	13052245	13056725	3.230353	47.016827	80.175652	FBgn0260962	pic	chr3R	+	13052245	13056725	3.002834	46.453762	74.561180
FBgn0004666	sim	chr3R	+	13057755	13078124	0.0	0.0	0.0	FBgn0004666	sim	chr3R	+	13057755	13078124	0.000000	0.000000	0.000000
FBgn0266302	lncRNA:CR44967	chr3R	+	13085478	13085976	0.0	0.0	0.0	FBgn0266302	lncRNA:CR44967	chr3R	+	13085478	13085976	0.000000	0.000000	0.000000
FBgn0262365	CG43063	chr3R	+	13086224	13086761	0.0	0.0	0.0	FBgn0262365	CG43063	chr3R	+	13086224	13086761	0.000000	0.000000	0.000000
FBgn0038118	timeout	chr3R	+	13088651	13163876	0.604335	8.795917	14.999275	FBgn0038118	timeout	chr3R	+	13088651	13163876	0.320267	4.954521	7.952316
FBgn0085337	CG34308	chr3R	+	13089242	13090081	0.000000	0.000000	0.000000	FBgn0085337	CG34308	chr3R	+	13089242	13090081	0.000000	0.000000	0.000000
FBgn0267683	lncRNA:CR46019	chr3R	-	13105070	13105491	0.000000	0.000000	0.000000	FBgn0267683	lncRNA:CR46019	chr3R	-	13105070	13105491	0.000000	0.000000	0.000000
FBgn0260793	2mit	chr3R	-	13121951	13155687	0.054015	0.786172	1.340624	FBgn0260793	2mit	chr3R	-	13121951	13155687	0.008310	0.128555	0.206340
FBgn0266578	lncRNA:CR45109	chr3R	-	13132429	13155687	0.000000	0.000000	0.000000	FBgn0266578	lncRNA:CR45109	chr3R	-	13132429	13155687	0.000000	0.000000	0.000000
FBgn0000024	Ace	chr3R	-	13222951	13259517	0.0	0.0	0.0	FBgn0000024	Ace	chr3R	-	13222951	13259517	0.000000	0.000000	0.000000
FBgn0038128	Ravus	chr3R	-	13262733	13264061	0.231678	3.372004	5.750125	FBgn0038128	Ravus	chr3R	-	13262733	13264061	0.545311	8.435946	13.540219
FBgn0003598	Su(var)3-7	chr3R	+	13264364	13270038	0.833498	12.131315	20.686979	FBgn0003598	Su(var)3-7	chr3R	+	13264364	13270038	0.868541	13.436305	21.566109
FBgn0038129	TBC1D5	chr3R	-	13269137	13272011	0.509060	7.409217	12.634601	FBgn0038129	TBC1D5	chr3R	-	13269137	13272011	0.669974	10.364480	16.635635
FBgn0052473	CG32473	chr3R	+	13302648	13312785	0.250953	3.652546	6.228520	FBgn0052473	CG32473	chr3R	+	13302648	13312785	0.291277	4.506047	7.232487
FBgn0262844	CG43208	chr3R	+	13303426	13303856	0.000000	0.000000	0.000000	FBgn0262844	CG43208	chr3R	+	13303426	13303856	0.000000	0.000000	0.000000
FBgn0086371	poly	chr3R	-	13361816	13366910	1.081911	15.746891	26.852459	FBgn0086371	poly	chr3R	-	13361816	13366910	0.938567	17.099749	27.446165
FBgn0027610	Dic1	chr3R	+	13364938	13369278	3.427912	49.892239	85.078964	FBgn0027610	Dic1	chr3R	+	13364938	13369278	2.776295	42.949207	68.936157
FBgn0038142	CheA87a	chr3R	+	13369648	13370346	0.0	0.0	0.0	FBgn0038142	CheA87a	chr3R	+	13369648	13370346	0.057543	0.890189	1.428808
FBgn0023495	Lip3	chr3R	-	13370240	13371904	0.0	0.0	0.0	FBgn0023495	Lip3	chr3R	-	13370240	13371904	0.000000	0.000000	0.000000
FBgn0259831	CG34309	chr3R	+	13372630	13373326	0.000000	0.000000	0.000000	FBgn0259831	CG34309	chr3R	+	13372630	13373326	0.000000	0.000000	0.000000
FBgn0038143	CG9813	chr3R	-	13373104	13379775	0.012942	0.188367	0.321214	FBgn0038143	CG9813	chr3R	-	13373104	13379775	0.025883	0.400409	0.642682
FBgn0264987	lncRNA:CR44138	chr3R	+	13376903	13377395	0.217039	3.158938	5.386793	FBgn0264987	lncRNA:CR44138	chr3R	+	13376903	13377395	0.675456	10.449286	16.771755
FBgn0038144	CG8870	chr3R	+	13379842	13381509	0.000000	0.000000	0.000000	FBgn0038144	CG8870	chr3R	+	13379842	13381509	0.096417	1.491568	2.394060
FBgn0044511	mRpS21	chr3R	-	13381276	13381809	0.608421	8.855388	15.100687	FBgn0044511	mRpS21	chr3R	-	13381276	13381809	1.164211	18.010313	28.907675
FBgn0038145	Droj2	chr3R	+	13382106	13385283	12.700990	247.988708	422.883881	FBgn0038145	Droj2	chr3R	+	13382106	13385283	8.971089	186.123810	298.740326
FBgn0038146	CG9799	chr3R	-	13385648	13388709	1.599183	23.275633	39.690876	FBgn0038146	CG9799	chr3R	-	13385648	13388709	1.058183	16.370062	26.274971
FBgn0038148	CG14377	chr3R	+	13397835	13398583	0.000000	0.000000	0.000000	FBgn0038148	CG14377	chr3R	+	13397835	13398583	0.000000	0.000000	0.000000
