Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
STRG.5130	-	chr3R	+	6457267	6458108	3.192308	49.384918	79.265869
STRG.5131	-	chr3R	+	6458171	6458802	2.282486	35.309998	56.674744
FBgn0037448	CG15186	chr3R	+	6478311	6495025	0.003197	0.049458	0.079382
FBti0019320	-	chr3R	+	6510081	6515097	0.150178	2.323250	3.728960
STRG.5132	-	chr3R	+	6510081	6515097	0.150178	2.323250	3.728960
FBgn0037449	CG15185	chr3R	+	6527508	6528674	0.031705	0.490475	0.787244
STRG.5133	-	chr3R	+	6527508	6528674	0.031705	0.490475	0.787244
FBgn0010355	Taf1	chr3R	+	6646889	6656048	1.250000	19.337465	31.037838
FBgn0026566	CG1307	chr3R	-	6656030	6657442	3.050906	60.847408	97.663887
STRG.5134	-	chr3R	+	6647817	6648194	1.688272	26.117521	41.920250
STRG.5135	-	chr3R	+	6648264	6649012	1.549275	23.967241	38.468918
STRG.5136	-	chr3R	+	6650209	6655832	1.468785	22.722065	36.470329
STRG.5137	-	chr3R	-	6656030	6657442	3.050906	60.847408	97.663887
FBgn0262801	twr	chr3R	+	6657882	6659442	5.355296	97.315758	156.197845
FBgn0024912	agt	chr3R	-	6658806	6660100	1.492225	24.256409	38.933044
STRG.5138	-	chr3R	+	6657882	6659442	5.355296	97.315758	156.197845
STRG.5139	-	chr3R	-	6658806	6660100	1.492225	24.256409	38.933044
FBgn0051481	pb	chr3R	-	6707800	6742063	0.000000	0.000000	0.000000
FBti0019321	-	chr3R	-	6737554	6739283	0.008555	0.132346	0.212423
STRG.5140	-	chr3R	-	6737554	6739283	0.008555	0.132346	0.212423
FBgn0000166	bcd	chr3R	-	6755842	6759466	0.004863	0.075230	0.120750
FBgn0267153	lncRNA:CR45593	chr3R	-	6761513	6763478	0.000000	0.000000	0.000000
FBgn0000071	Ama	chr3R	+	6762593	6765261	1.353227	20.934385	33.600994
FBgn0261504	7SLRNA:CR42652	chr3R	-	6820131	6820429	8.409699	130.097824	208.815094
STRG.5141	-	chr3R	-	6820131	6820429	8.409699	130.097824	208.815094
FBgn0000003	7SLRNA:CR32864	chr3R	+	6822500	6822798	8.112041	125.493057	201.424179
STRG.5142	-	chr3R	+	6822500	6822798	8.112041	125.493057	201.424179
FBgn0037464	Mst84B	chr3R	+	7062175	7064370	0.000000	0.000000	0.000000
FBgn0037465	CG1105	chr3R	-	7064186	7067136	0.942650	14.582770	23.406254
FBgn0037466	CG1965	chr3R	+	7067401	7071624	0.515489	7.974601	12.799730
FBgn0037467	Ufl1	chr3R	-	7071624	7074452	1.522922	23.559561	37.814564
STRG.5143	-	chr3R	-	7071664	7072560	2.041518	31.582228	50.691444
STRG.5144	-	chr3R	-	7072655	7074460	1.386307	21.446131	34.422379
FBgn0267568	asRNA:CR45908	chr3R	-	7074776	7075487	0.000000	0.000000	0.000000
FBgn0037468	CG1943	chr3R	+	7074859	7077981	13.181406	265.693695	426.454926
FBgn0010774	Ref1	chr3R	-	7077904	7080387	5.180723	80.334206	128.941406
STRG.5145	-	chr3R	+	7074859	7077981	13.784277	265.693695	426.454926
STRG.5146	-	chr3R	-	7077904	7080387	5.180723	80.334206	128.941406
FBgn0037469	Dpck	chr3R	+	7082182	7083251	1.240700	20.632273	33.116081
FBgn0037470	Tailor	chr3R	-	7083225	7086083	2.181228	33.743538	54.160480
FBgn0267567	asRNA:CR45907	chr3R	+	7085660	7086140	0.375108	5.802910	9.314034
STRG.5147	-	chr3R	+	7082182	7083251	1.240700	20.632273	33.116081
STRG.5148	-	chr3R	-	7083544	7084084	1.780105	27.538176	44.200489
STRG.5149	-	chr3R	-	7084226	7086086	2.447504	37.862823	60.772186
STRG.5150	-	chr3R	+	7085660	7086140	0.375108	5.802910	9.314034
FBgn0003884	alphaTub84B	chr3R	+	7086599	7088839	134.511047	2080.882324	3339.945557
STRG.5151	-	chr3R	+	7086599	7088839	134.511047	2080.882324	3339.945557
FBgn0263768	lncRNA:CR43685	chr3R	-	7092347	7093707	0.178888	2.767392	4.441837
FBgn0040670	e(y)2b	chr3R	+	7093935	7094727	0.055891	0.864632	1.387789
FBgn0261238	Alh	chr3R	-	7094596	7124185	0.566718	8.767111	14.071761
FBgn0267566	lncRNA:CR45906	chr3R	+	7110012	7110264	0.000000	0.000000	0.000000
FBgn0014863	Mlp84B	chr3R	-	7112850	7117732	0.023597	0.365045	0.585920
STRG.5152	-	chr3R	-	7098323	7119001	1.876804	29.034105	46.601551
FBgn0037472	CG10098	chr3R	+	7124548	7126503	0.776762	12.016487	19.287210
FBgn0037473	CG10068	chr3R	-	7126271	7128027	0.549789	8.850650	14.205845
STRG.5153	-	chr3R	-	7126271	7128027	0.549789	8.850650	14.205845
FBgn0037478	CG2656	chr3R	+	7144724	7151270	0.902559	13.962563	22.410784
FBgn0250732	gfzf	chr3R	-	7145880	7150968	1.238757	19.163536	30.758671
FBgn0011020	Sas-4	chr3R	+	7151367	7154219	0.800143	12.378190	19.867767
FBgn0037481	MAGE	chr3R	-	7154238	7155180	0.783669	12.123338	19.458714
STRG.5154	-	chr3R	-	7146325	7149630	1.398872	21.640512	34.734371
STRG.5155	-	chr3R	-	7154238	7155180	0.783669	12.123338	19.458714
FBgn0267569	asRNA:CR45909	chr3R	-	7159229	7162936	0.000000	0.000000	0.000000
FBgn0002306	sas	chr3R	+	7162808	7183702	0.009461	0.146361	0.234919
FBgn0037482	CG10055	chr3R	-	7184101	7186673	1.600743	24.763451	39.746883
STRG.5156	-	chr3R	-	7185835	7186531	1.526578	23.616119	37.905346
FBgn0086372	lap	chr3R	+	7186994	7200941	0.322183	4.984162	7.999891
STRG.5157	-	chr3R	+	7190124	7191152	1.741667	26.943542	43.246063
STRG.5158	-	chr3R	+	7192490	7193688	1.180832	18.267439	29.320377
FBgn0037489	CG1234	chr3R	-	7244232	7246969	1.474728	22.814001	36.617897
STRG.5159	-	chr3R	-	7244264	7245151	1.197115	18.519337	29.724689
FBgn0037490	CG10053	chr3R	+	7247090	7248140	0.188391	2.914404	4.677800
FBgn0037491	CG1227	chr3R	-	7248151	7249738	0.337809	5.225896	8.387889
FBgn0037492	CG10050	chr3R	+	7249795	7251750	0.175290	2.711731	4.352498
FBgn0011282	Obp84a	chr3R	-	7250725	7251957	0.000000	0.000000	0.000000
FBgn0267337	rn	chr3R	-	7272617	7309629	0.008608	0.133166	0.213739
FBgn0265421	lncRNA:CR44333	chr3R	-	7285230	7285595	0.000000	0.000000	0.000000
FBgn0045843	RacGAP84C	chr3R	+	7285962	7287629	0.000000	0.000000	0.000000
FBgn0260713	CG42544	chr3R	+	7304592	7304954	0.000000	0.000000	0.000000
FBgn0265422	lncRNA:CR44334	chr3R	-	7312338	7312858	0.000000	0.000000	0.000000
FBti0019322	-	chr3R	-	7349764	7355234	0.019256	0.297890	0.478132
STRG.5160	-	chr3R	-	7349764	7355234	0.019256	0.297890	0.478132
FBgn0037504	CG1142	chr3R	-	7472458	7473781	1.094402	16.930368	27.174297
FBgn0043853	scaRNA:MeU5-C46	chr3R	-	7472907	7473222	0.702532	10.868151	17.444059
STRG.5161	-	chr3R	-	7472458	7473781	1.094402	16.930368	27.174297
STRG.5162	-	chr3R	-	7472907	7473222	0.702532	10.868151	17.444059
FBgn0065099	snRNA:7SK	chr3R	-	7474553	7474996	1.074324	16.619762	26.675756
STRG.5163	-	chr3R	-	7474553	7474996	1.074324	16.619762	26.675756
FBgn0015569	alpha-Est10	chr3R	-	7486583	7493845	0.770611	11.921331	19.134480
FBgn0261508	CG42656	chr3R	-	7492961	7493271	0.145098	2.244662	3.602823
STRG.5164	-	chr3R	-	7486847	7488226	1.165027	18.022938	28.927935
FBgn0015577	alpha-Est9	chr3R	-	7493921	7505098	0.416787	6.447684	10.348934
FBgn0037506	Mics1	chr3R	-	7500951	7502376	0.000000	0.000000	0.000000
FBgn0015576	alpha-Est8	chr3R	-	7509343	7515670	0.264928	4.098429	6.578234
FBgn0017456	Ubc84D	chr3R	-	7518820	7519456	0.406593	6.289982	10.095814
STRG.5165	-	chr3R	-	7518820	7519456	0.406593	6.289982	10.095814
FBgn0015575	alpha-Est7	chr3R	-	7519563	7523753	1.641051	25.387014	40.747742
STRG.5166	-	chr3R	-	7519711	7521070	1.746581	27.019560	43.368080
STRG.5167	-	chr3R	-	7521372	7523736	2.279379	35.261929	56.597599
FBgn0003885	alphaTub84D	chr3R	+	7530753	7532732	8.137206	125.882362	202.049026
STRG.5168	-	chr3R	+	7530753	7532732	8.137206	125.882362	202.049026
FBgn0261393	alpha-Est5	chr3R	-	7533496	7536390	0.029719	0.459752	0.737931
FBti0059855	-	chr3R	-	7534017	7534115	0.000000	0.000000	0.000000
FBgn0015572	alpha-Est4	chr3R	-	7536687	7538615	0.105775	1.636336	2.626422
FBgn0267803	asRNA:CR46128	chr3R	+	7537842	7541279	0.159686	2.475242	3.972918
FBgn0015571	alpha-Est3	chr3R	-	7538972	7541631	0.034161	0.528470	0.848227
STRG.5169	-	chr3R	+	7537842	7541279	0.159686	2.475242	3.972918
FBgn0015570	alpha-Est2	chr3R	+	7541810	7545230	0.017282	0.267352	0.429117
FBgn0267804	asRNA:CR46129	chr3R	-	7544843	7545250	0.000000	0.000000	0.000000
FBgn0015568	alpha-Est1	chr3R	-	7545733	7549124	0.742817	11.491358	18.444347
FBti0019326	-	chr3R	+	7558576	7563274	0.013130	0.203121	0.326021
STRG.5170	-	chr3R	+	7558576	7563274	0.013130	0.203121	0.326021
FBgn0051146	Nlg1	chr3R	+	7658247	7694874	0.000000	0.000000	0.000000
FBti0059775	-	chr3R	+	7694632	7707819	0.833568	12.895274	20.697720
FBti0020316	-	chr3R	+	7695710	7703427	1.408061	21.782665	34.962536
FBti0020317	-	chr3R	+	7696150	7703338	1.508585	23.337769	37.458572
STRG.5171	-	chr3R	+	7694632	7707819	0.833568	20.719229	33.255653
FBti0020320	-	chr3R	+	7707820	7713635	0.007600	0.117572	0.188710
STRG.5172	-	chr3R	+	7707820	7713635	0.007600	0.117572	0.188710
FBti0020321	-	chr3R	+	7729521	7737401	0.576680	8.921224	14.319120
STRG.5173	-	chr3R	+	7729521	7737401	0.576680	8.921224	14.319120
FBgn0037513	pyd3	chr3R	-	7747913	7750079	0.054372	0.841133	1.350071
FBgn0037515	Sp7	chr3R	+	7759786	7763947	1.255481	19.422256	31.173933
STRG.5174	-	chr3R	+	7762457	7763303	2.431579	37.616463	60.376766
FBti0059879	-	chr3R	+	7764515	7764824	0.103226	1.596903	2.563129
STRG.5175	-	chr3R	+	7764515	7764824	0.103226	1.596903	2.563129
FBgn0042104	CG18747	chr3R	-	7780884	7783446	0.149858	2.318299	3.721015
FBgn0037518	CG2641	chr3R	+	7794069	7796599	0.607947	9.404923	15.095489
FBgn0051472	sgll	chr3R	+	7810532	7811912	0.195586	3.025710	4.856453
FBgn0051473	CG31473	chr3R	+	7811814	7813009	0.000000	0.000000	0.000000
FBgn0085413	CG34384	chr3R	+	7814361	7855392	0.003142	0.048607	0.078017
FBti0019329	-	chr3R	-	7819203	7819504	0.024503	0.379061	0.608416
FBti0020322	-	chr3R	-	7849700	7850806	0.006685	0.103417	0.165990
STRG.5176	-	chr3R	-	7819203	7819504	0.024503	0.379061	0.608416
STRG.5177	-	chr3R	-	7849700	7850806	0.006685	0.103417	0.165990
FBgn0037525	CG17816	chr3R	-	7855582	7886733	0.015509	0.239924	0.385093
FBti0059899	-	chr3R	-	7876713	7876783	0.000000	0.000000	0.000000
FBgn0267802	lncRNA:CR46127	chr3R	-	7883693	7884441	0.000000	0.000000	0.000000
FBgn0037526	ArgRS-m	chr3R	+	7887045	7890150	0.531264	8.218639	13.191429
FBgn0037529	mRpS9	chr3R	-	7889277	7902667	1.649942	25.524557	40.968506
FBgn0260005	wtrw	chr3R	+	7891331	7901147	0.068666	1.062261	1.704995
STRG.5178	-	chr3R	-	7889319	7901859	1.902557	46.655117	74.884369
FBgn0037530	EMC1	chr3R	-	7903030	7907363	3.580194	55.385506	88.897186
FBgn0024909	Taf7	chr3R	+	7907333	7909721	0.342769	5.302627	8.511047
FBgn0004901	Prat	chr3R	-	7909598	7911779	1.922565	29.751062	47.752312
STRG.5179	-	chr3R	-	7903289	7904970	3.371951	52.163990	83.726456
STRG.5180	-	chr3R	-	7905060	7907332	4.500612	69.624336	111.751411
STRG.5181	-	chr3R	-	7909598	7911779	1.922565	29.751062	47.752312
FBgn0014930	CG2846	chr3R	-	7912017	7913290	1.219835	22.902382	36.759750
STRG.5182	-	chr3R	-	7912017	7913290	1.219835	22.902382	36.759750
FBgn0014931	CG2678	chr3R	+	7913851	7916550	0.496256	7.677067	12.322170
FBti0059901	-	chr3R	+	7915828	7915889	0.000000	0.000000	0.000000
FBgn0037531	CG10445	chr3R	-	7916599	7920299	0.391880	6.903182	11.080036
STRG.5183	-	chr3R	-	7916880	7920111	0.446231	6.903182	11.080036
FBgn0002542	lds	chr3R	+	7920431	7924491	1.653966	25.586807	41.068424
FBgn0261453	scaRNA:MeU2-C41	chr3R	+	7921952	7922073	0.000000	0.000000	0.000000
FBgn0000504	dsx	chr3R	-	7924323	7967408	0.008072	0.124874	0.200430
FBti0059907	-	chr3R	-	7947788	7947820	0.000000	0.000000	0.000000
FBti0059903	-	chr3R	+	7959382	7959486	0.000000	0.000000	0.000000
STRG.5184	-	chr3R	+	7920501	7922461	1.595477	24.681986	39.616127
FBgn0037533	CD98hc	chr3R	-	7974409	7978428	7.530156	130.222015	209.014435
STRG.5185	-	chr3R	-	7974409	7977769	8.417727	130.222015	209.014435
FBgn0037534	ELOVL	chr3R	-	7981817	7995852	0.037487	0.579923	0.930812
FBgn0037535	PIG-H	chr3R	+	7999832	8001064	0.481002	7.441088	11.943410
FBgn0266598	Kmn2	chr3R	-	8000548	8001309	0.361494	5.592303	8.975994
FBgn0037536	CG2698	chr3R	+	8001562	8006033	1.125853	17.416914	27.955235
FBgn0037537	CG2767	chr3R	-	8005924	8008110	1.947288	30.124493	48.351688
STRG.5186	-	chr3R	+	8002592	8004170	1.456221	22.527699	36.158360
STRG.5187	-	chr3R	+	8004714	8005588	1.430928	22.136417	35.530331
STRG.5188	-	chr3R	-	8005924	8008110	1.947288	30.124493	48.351688
FBgn0037538	CG3223	chr3R	+	8009400	8011018	1.534946	23.745571	38.113125
FBgn0037539	CG10435	chr3R	-	8010907	8013201	1.270033	19.647377	31.535263
STRG.5189	-	chr3R	+	8009400	8011018	1.534946	23.745571	38.113125
FBgn0037540	Pbp95	chr3R	+	8013791	8016610	0.133990	2.072822	3.327008
FBgn0037541	CG2747	chr3R	-	8016210	8030790	1.360337	21.044376	33.777534
FBgn0001255	ImpE3	chr3R	-	8028453	8029546	0.067642	1.046420	1.679569
FBgn0037543	CG10903	chr3R	+	8030411	8032145	0.386786	5.983569	9.604001
FBgn0037544	CG11035	chr3R	-	8031130	8033009	0.805062	17.383312	27.901302
STRG.5190	-	chr3R	-	8016523	8021929	1.574792	24.361990	39.102512
STRG.5191	-	chr3R	-	8022618	8026791	1.444397	22.344782	35.864769
STRG.5192	-	chr3R	-	8028453	8029546	0.067642	1.046420	1.679569
STRG.5193	-	chr3R	-	8031130	8033009	0.805062	17.383312	27.901302
FBgn0010812	unc-45	chr3R	+	8033301	8037403	1.171307	18.120087	29.083870
STRG.5194	-	chr3R	+	8033608	8036575	1.592643	24.638145	39.545757
FBgn0262362	CG43060	chr3R	+	8041224	8055970	0.000000	0.000000	0.000000
FBti0019331	-	chr3R	-	8042714	8043787	0.000000	0.000000	0.000000
FBti0019332	-	chr3R	-	8043844	8048985	0.008985	0.138998	0.223100
FBgn0263596	CG43618	chr3R	+	8049167	8049456	0.000000	0.000000	0.000000
FBgn0262363	CG43061	chr3R	+	8049673	8050059	0.000000	0.000000	0.000000
STRG.5195	-	chr3R	-	8043844	8048985	0.008985	0.138998	0.223100
FBti0019333	-	chr3R	-	8090593	8094012	0.791007	12.270334	19.694651
STRG.5196	-	chr3R	-	8090593	8094012	0.791007	12.270334	19.694651
FBgn0037548	CG7900	chr3R	+	8094124	8105083	0.292709	4.528200	7.268044
FBti0019334	-	chr3R	+	8094463	8099710	0.546917	8.460791	13.580097
FBti0019335	-	chr3R	-	8101815	8104845	0.017087	0.264335	0.424275
STRG.5197	-	chr3R	+	8094463	8099710	0.546917	8.460791	13.580097
STRG.5198	-	chr3R	-	8101815	8104845	0.017087	0.264335	0.424275
FBgn0243512	puc	chr3R	+	8105332	8122294	1.598971	24.736038	39.702881
FBgn0265419	lncRNA:CR44331	chr3R	-	8112699	8114003	1.028112	15.904865	25.528301
FBgn0037549	CG7878	chr3R	+	8122725	8125273	4.061895	62.837402	100.857948
FBgn0037550	CG9667	chr3R	-	8125290	8126357	1.287656	19.920002	31.972847
FBgn0037551	Arl8	chr3R	+	8126605	8129835	1.465544	22.671925	36.389854
STRG.5199	-	chr3R	+	8105390	8108374	2.680801	41.471920	66.565018
STRG.5200	-	chr3R	+	8111076	8121326	4.365034	67.526955	108.384972
STRG.5201	-	chr3R	+	8122725	8125273	4.061895	62.837402	100.857948
STRG.5202	-	chr3R	-	8125680	8126096	1.207865	18.685638	29.991615
STRG.5203	-	chr3R	+	8126605	8129835	1.465544	22.671925	36.389854
FBti0019336	-	chr3R	+	8207612	8208397	0.009415	0.145650	0.233777
STRG.5204	-	chr3R	+	8207612	8208397	0.009415	0.145650	0.233777
FBgn0037552	CG7800	chr3R	+	8217957	8219734	4.180540	64.672844	103.803940
STRG.5205	-	chr3R	+	8217957	8219734	4.180540	64.672844	103.803940
FBgn0037553	CG18249	chr3R	+	8220146	8222188	0.253549	3.963128	6.361068
STRG.5206	-	chr3R	+	8220146	8222167	0.256182	3.963128	6.361068
FBgn0267109	asRNA:CR45549	chr3R	-	8233228	8233962	0.059677	0.923202	1.481796
FBgn0037554	DNApol-iota	chr3R	+	8233507	8237389	1.094358	23.869890	38.312660
FBgn0037555	Ada2b	chr3R	-	8236632	8240515	1.084977	16.784565	26.940273
FBti0060339	-	chr3R	+	8239923	8239998	0.000000	0.000000	0.000000
STRG.5207	-	chr3R	+	8233507	8236802	1.519261	23.502928	37.723663
STRG.5208	-	chr3R	-	8238111	8239580	2.272234	35.151398	56.420185
FBgn0037556	CG9636	chr3R	-	8240747	8243792	0.748490	11.579120	18.585209
STRG.5209	-	chr3R	-	8242928	8243691	1.118812	17.307989	27.780405
FBgn0064126	CG33722	chr3R	+	8244055	8248054	1.049680	36.465710	58.529739
FBgn0042182	CG18749	chr3R	+	8244055	8248054	1.064193	16.463037	26.424200
STRG.5210	-	chr3R	+	8244055	8245694	2.229498	35.912445	57.641708
FBgn0040528	CG15864	chr3R	+	8248438	8250324	0.035344	0.546771	0.877601
FBgn0260386	mtg	chr3R	+	8250497	8260718	0.015404	0.238299	0.382485
FBgn0037560	CR18228	chr3R	-	8260706	8261898	2.350806	36.366905	58.371147
FBti0060337	-	chr3R	-	8261647	8261751	0.323810	5.009332	8.040290
STRG.5211	-	chr3R	-	8260706	8261898	2.131119	39.151543	62.840672
FBgn0010173	RpA-70	chr3R	-	8262120	8264451	6.071194	93.921204	150.749390
STRG.5212	-	chr3R	-	8262120	8264451	6.071194	93.921204	150.749390
FBgn0014861	Mcm2	chr3R	+	8264970	8267924	2.884058	44.616299	71.611938
FBgn0037561	CG9630	chr3R	-	8267943	8269896	0.769703	11.907284	19.111933
STRG.5213	-	chr3R	+	8264970	8267924	2.884058	44.616299	71.611938
STRG.5214	-	chr3R	-	8267943	8269896	0.769703	11.907284	19.111933
FBgn0037562	Nazo	chr3R	+	8287876	8288613	0.217327	3.362043	5.396288
FBgn0037566	mRpL1	chr3R	+	8301440	8302770	2.044262	31.624676	50.759575
FBgn0265351	nac	chr3R	-	8302686	8304023	0.814694	12.603294	20.229073
STRG.5215	-	chr3R	+	8301439	8302062	2.521053	39.000626	62.598427
STRG.5216	-	chr3R	-	8302853	8303693	1.125635	17.413544	27.949821
FBgn0265101	Sgt1	chr3R	-	8304190	8305274	2.366820	36.614643	58.768780
STRG.5217	-	chr3R	-	8304190	8305274	2.366820	36.614643	58.768780
FBgn0037569	tex	chr3R	-	8307473	8308645	1.797742	27.811020	44.638420
FBgn0263550	mir-4918	chr3R	-	8308431	8308485	0.000000	0.000000	0.000000
FBtr0309673_df_nrg	-	chr3R	-	8308462	8308485	0.000000	0.000000	0.000000
STRG.5218	-	chr3R	-	8307895	8308550	2.201331	34.054531	54.659645
FBgn0037573	CG7483	chr3R	+	8313208	8314864	3.432140	53.095112	85.220963
FBgn0037574	Coq2	chr3R	-	8314784	8316543	0.373340	5.775559	9.270133
STRG.5219	-	chr3R	+	8313208	8314864	3.432140	53.095112	85.220963
FBgn0040529	COX7A	chr3R	-	8339944	8341043	7.994261	138.806259	222.792709
FBgn0004908	Arl2	chr3R	+	8341100	8341872	1.070122	16.554758	26.571419
FBgn0037578	CG9601	chr3R	-	8341661	8343516	0.316638	5.226113	8.388236
STRG.5220	-	chr3R	-	8339944	8341043	8.972625	138.806259	222.792709
STRG.5221	-	chr3R	-	8341661	8343516	0.316638	5.226113	8.388236
FBgn0037580	DppIII	chr3R	+	8344400	8347465	4.638347	75.110130	120.556450
FBgn0037581	CG7352	chr3R	+	8347579	8349296	0.354206	5.681208	9.118693
FBgn0283560	mir-9380	chr3R	-	8348702	8348778	0.000000	0.000000	0.000000
FBtr0445488_df_nrg	-	chr3R	-	8348703	8348724	0.000000	0.000000	0.000000
FBtr0445487_df_nrg	-	chr3R	-	8348757	8348778	0.000000	0.000000	0.000000
STRG.5222	-	chr3R	+	8344400	8347465	4.638347	75.110130	120.556450
STRG.5223	-	chr3R	+	8347719	8349296	0.361549	5.593153	8.977360
FBgn0261108	Atg13	chr3R	+	8349815	8352817	0.990010	15.315429	24.582216
STRG.5224	-	chr3R	+	8349815	8352817	0.990010	15.315429	24.582216
FBgn0020249	stck	chr3R	+	8356978	8359964	3.143117	48.623936	78.044449
FBgn0037583	CG9684	chr3R	-	8359958	8362554	0.774464	11.980937	19.230150
STRG.5225	-	chr3R	+	8358352	8359465	4.687500	72.515495	116.391891
FBgn0266801	CG45263	chr3R	-	8364328	8477617	0.067672	1.046884	1.680314
FBti0019337	-	chr3R	+	8403063	8412170	0.004875	0.075416	0.121048
FBgn0267801	lncRNA:CR46126	chr3R	-	8413803	8414185	0.000000	0.000000	0.000000
FBgn0037589	Obp85a	chr3R	-	8419822	8420597	0.000000	0.000000	0.000000
FBgn0267800	lncRNA:CR46125	chr3R	-	8460241	8461200	0.000000	0.000000	0.000000
STRG.5226	-	chr3R	+	8403063	8412170	0.004875	0.075416	0.121048
FBgn0037592	CG11737	chr3R	+	8517868	8521378	0.505388	7.818339	12.548922
FBgn0051453	pch2	chr3R	-	8559540	8561764	1.888994	29.222685	46.904232
FBgn0051450	mRpS18A	chr3R	-	8561917	8562593	1.459553	22.579245	36.241096
FBgn0051460	CG31460	chr3R	+	8562673	8563445	1.792190	31.389118	50.381493
FBgn0265318	asRNA:CR44291	chr3R	-	8562828	8563798	0.089915	1.390983	2.232614
STRG.5227	-	chr3R	+	8562673	8563445	1.792190	31.389118	50.381493
FBgn0266916	Cenp-C	chr3R	+	8564105	8569248	0.724477	11.207640	17.988960
FBgn0261929	5-HT2B	chr3R	+	8578205	8629996	0.000000	0.000000	0.000000
FBti0019339	-	chr3R	-	8601822	8610916	0.003469	0.053665	0.086136
FBgn0267799	lncRNA:CR46124	chr3R	+	8612711	8613030	0.000000	0.000000	0.000000
STRG.5228	-	chr3R	-	8601822	8610916	0.003469	0.053665	0.086136
FBgn0024326	Mkk4	chr3R	-	8646172	8650796	1.423601	22.023069	35.348396
STRG.5229	-	chr3R	-	8648990	8650779	3.542537	54.802952	87.962151
FBgn0037602	SLIRP2	chr3R	+	8651084	8651493	1.236585	19.129936	30.704741
FBgn0000447	Dhod	chr3R	-	8651391	8652916	2.480978	38.579918	61.923168
FBgn0037603	CG11753	chr3R	+	8652821	8653847	1.788557	31.825214	51.081451
FBgn0259992	CG42489	chr3R	-	8653802	8654766	0.000000	0.000000	0.000000
STRG.5230	-	chr3R	+	8651084	8651493	1.236585	19.129936	30.704741
STRG.5231	-	chr3R	-	8651391	8652916	2.480978	38.579918	61.923168
STRG.5232	-	chr3R	+	8653011	8653847	2.057225	31.825214	51.081451
FBgn0263231	bel	chr3R	-	8654975	8660761	7.915365	139.227219	223.468369
FBgn0086679	p	chr3R	-	8660903	8670684	1.197756	18.529253	29.740606
FBgn0037606	CG8032	chr3R	+	8664115	8667772	0.380901	5.892529	9.457875
FBgn0037607	CG8036	chr3R	+	8667868	8673702	8.887137	218.559219	350.801178
FBgn0012026	tRNA:Tyr-GTA-1-6	chr3R	-	8668116	8668208	0.000000	0.000000	0.000000
FBgn0012025	tRNA:Tyr-GTA-1-7	chr3R	-	8668612	8668705	0.000000	0.000000	0.000000
FBgn0012024	tRNA:Tyr-GTA-1-8	chr3R	-	8669081	8669174	0.000000	0.000000	0.000000
STRG.5233	-	chr3R	-	8654975	8660761	7.915365	139.227219	223.468369
STRG.5234	-	chr3R	+	8669618	8673702	14.127964	218.559219	350.801178
FBgn0037608	mRpL19	chr3R	+	8674109	8675196	1.493243	23.100430	37.077629
FBgn0037609	CG9773	chr3R	-	8675283	8676613	3.556317	55.016129	88.304314
STRG.5235	-	chr3R	+	8674109	8675196	1.493243	23.100430	37.077629
STRG.5236	-	chr3R	-	8675283	8676613	3.556317	55.016129	88.304314
FBgn0037610	CG8043	chr3R	+	8676915	8678233	0.937002	14.495395	23.266012
FBgn0037611	CG11755	chr3R	+	8676915	8678955	0.311839	5.613342	9.009763
FBgn0053325	CG33325	chr3R	-	8678954	8680034	0.000000	0.000000	0.000000
STRG.5237	-	chr3R	+	8678143	8678955	0.362854	5.613342	9.009763
FBti0019340	-	chr3R	-	8707461	8709786	0.088563	1.370067	2.199043
STRG.5238	-	chr3R	-	8707461	8709786	0.088563	1.370067	2.199043
FBgn0037613	Cks85A	chr3R	-	8712906	8718456	1.648655	29.295549	47.021183
FBgn0037612	CG8112	chr3R	+	8712933	8715263	0.755726	11.936182	19.158318
FBgn0037614	TMEM216	chr3R	+	8716243	8721320	0.538051	8.323634	13.359952
FBgn0037615	CG11760	chr3R	+	8719198	8721320	0.407233	6.299883	10.111706
STRG.5239	-	chr3R	-	8712906	8715879	1.716781	29.295549	47.021183
STRG.5240	-	chr3R	+	8712933	8715263	0.861204	13.322803	21.383928
FBgn0037617	nom	chr3R	+	8723174	8725357	0.334586	5.176036	8.307861
FBgn0037618	ouib	chr3R	+	8725479	8726730	0.064855	1.003305	1.610367
FBgn0037619	CG8159	chr3R	+	8726854	8728370	0.439759	6.803060	10.919335
FBgn0037620	ranshi	chr3R	-	8728367	8729693	0.095772	1.481590	2.378045
FBgn0037621	M1BP	chr3R	-	8729790	8731698	2.065833	31.958382	51.295197
STRG.5241	-	chr3R	-	8729790	8731698	2.065833	31.958382	51.295197
FBgn0037622	CG8202	chr3R	+	8732091	8735837	1.276197	19.742733	31.688316
STRG.5242	-	chr3R	+	8732109	8733609	2.206323	34.131756	54.783596
FBgn0037623	CG9801	chr3R	-	8735879	8747675	0.019678	0.304418	0.488610
FBgn0037624	CG8223	chr3R	+	8747798	8754104	1.604527	104.869247	168.321671
FBgn0083971	CG34135	chr3R	-	8749206	8768191	1.305883	20.201975	32.425426
FBgn0037625	CG11768	chr3R	-	8749206	8768200	1.296420	20.055582	32.190460
FBgn0265159	asRNA:CR44228	chr3R	+	8754064	8755916	0.000540	0.008354	0.013408
STRG.5243	-	chr3R	+	8747798	8754104	1.808404	104.869247	168.321671
STRG.5244	-	chr3R	+	8754064	8755916	0.000540	0.008354	0.013408
